Transaction_ID,Date,Store_ID,SKU_ID,Category,Condition,Inventory_Age_Bucket,Selling_Price_GST,Net_Revenue,COGS,True_Gross_Margin_%
3693,2025-09-01,5,15,TV,Grade B,31-60,13207.58,11192.87,8334.33,25.54
3694,2025-09-01,5,47,Washing Machine,Minor Cosmetic,90+,33177.83,28116.8,23813.82,15.3
3695,2025-09-01,5,4,AC,Grade C,0-30,20718.35,17557.92,12893.28,26.57
3696,2025-09-01,5,11,AC,Grade B,61-90,25613.33,21706.21,16433.46,24.29
3697,2025-09-01,5,18,TV,Grade C,90+,30480.97,25831.33,22781.28,11.81
3698,2025-09-01,6,33,Refrigerator,Minor Cosmetic,90+,28773.58,24384.39,19539.7,19.87
3699,2025-09-01,6,15,TV,Grade B,61-90,12880.01,10915.26,8334.33,23.65
3700,2025-09-01,6,5,AC,Minor Cosmetic,61-90,41295.51,34996.2,28903.16,17.41
3701,2025-09-01,6,21,TV,Grade B,0-30,33043.29,28002.79,20322.84,27.43
3702,2025-09-01,6,9,AC,Minor Cosmetic,31-60,34457.26,29201.07,22982.42,21.3
3703,2025-09-01,6,41,Washing Machine,Open Box,31-60,25007.29,21192.62,16574.72,21.79
3704,2025-09-01,6,32,Refrigerator,Grade C,61-90,22480.76,19051.49,15292.82,19.73
3705,2025-09-01,6,7,AC,Grade B,0-30,35913.14,30434.87,22012.91,27.67
3706,2025-09-01,6,24,TV,Minor Cosmetic,61-90,52469.56,44465.73,35807.85,19.47
3707,2025-09-02,1,8,AC,Grade C,31-60,38728.65,32820.89,22963.56,30.03
3708,2025-09-02,1,43,Washing Machine,Grade C,31-60,27173.05,23028.01,16193.54,29.68
3709,2025-09-02,1,40,Washing Machine,Grade C,61-90,14662.7,12426.02,9534.87,23.27
3710,2025-09-02,1,18,TV,Grade C,31-60,39431.39,33416.43,22781.28,31.83
3711,2025-09-02,1,40,Washing Machine,Grade C,90+,14839.26,12575.65,9534.87,24.18
3712,2025-09-02,1,36,Refrigerator,Grade C,61-90,31698.58,26863.2,20279.68,24.51
3713,2025-09-02,1,18,TV,Grade C,31-60,36224.35,30698.6,22781.28,25.79
3714,2025-09-02,1,7,AC,Grade B,61-90,37606.81,31870.18,22012.91,30.93
3715,2025-09-02,1,29,Refrigerator,Minor Cosmetic,90+,70371.25,59636.65,44000.26,26.22
3716,2025-09-02,1,43,Washing Machine,Grade C,31-60,27805.34,23563.85,16193.54,31.28
3717,2025-09-02,1,15,TV,Grade B,31-60,13248.68,11227.69,8334.33,25.77
3718,2025-09-02,1,16,TV,Minor Cosmetic,0-30,27484.95,23292.33,15745.16,32.4
3719,2025-09-02,1,9,AC,Minor Cosmetic,31-60,40566.55,34378.43,22982.42,33.15
3720,2025-09-02,2,42,Washing Machine,Open Box,90+,41669.44,35313.09,29724.77,15.83
3721,2025-09-02,2,45,Washing Machine,Grade C,90+,23005.95,19496.57,16328.21,16.25
3722,2025-09-02,2,37,Washing Machine,Open Box,90+,13505.12,11445.02,10015.96,12.49
3723,2025-09-02,2,26,Refrigerator,Open Box,0-30,50252.39,42586.77,29837.55,29.94
3724,2025-09-02,2,33,Refrigerator,Minor Cosmetic,0-30,32437.49,27489.4,19539.7,28.92
3725,2025-09-02,3,13,TV,Minor Cosmetic,31-60,44143.35,37409.61,28384.81,24.12
3726,2025-09-02,3,29,Refrigerator,Minor Cosmetic,0-30,69547.4,58938.48,44000.26,25.35
3727,2025-09-02,3,17,TV,Grade B,31-60,45209.47,38313.11,28373.82,25.94
3728,2025-09-02,3,9,AC,Minor Cosmetic,61-90,35943.89,30460.92,22982.42,24.55
3729,2025-09-02,3,41,Washing Machine,Open Box,31-60,25643.45,21731.74,16574.72,23.73
3730,2025-09-02,3,29,Refrigerator,Minor Cosmetic,0-30,72996.06,61861.07,44000.26,28.87
3731,2025-09-02,3,18,TV,Grade C,31-60,34441.35,29187.58,22781.28,21.95
3732,2025-09-02,3,23,TV,Minor Cosmetic,90+,15805.02,13394.08,11655.74,12.98
3733,2025-09-02,3,7,AC,Grade B,61-90,34215.74,28996.39,22012.91,24.08
3734,2025-09-02,4,44,Washing Machine,Open Box,0-30,36856.44,31234.27,22655.21,27.47
3735,2025-09-02,4,1,AC,Minor Cosmetic,61-90,44519.52,37728.41,29209.48,22.58
3736,2025-09-02,4,47,Washing Machine,Minor Cosmetic,61-90,33965.64,28784.44,23813.82,17.27
3737,2025-09-02,4,10,AC,Open Box,61-90,29821.82,25272.73,19637.62,22.3
3738,2025-09-02,4,38,Washing Machine,Open Box,90+,36333.57,30791.16,26147.92,15.08
3739,2025-09-02,4,27,Refrigerator,Grade B,61-90,13334.57,11300.49,9136.62,19.15
3740,2025-09-02,4,1,AC,Minor Cosmetic,31-60,46098.76,39066.75,29209.48,25.23
3741,2025-09-02,4,48,Washing Machine,Open Box,61-90,21786.17,18462.85,13931.97,24.54
3742,2025-09-02,4,43,Washing Machine,Grade C,61-90,24302.59,20595.41,16193.54,21.37
3743,2025-09-02,5,24,TV,Minor Cosmetic,0-30,56839.5,48169.07,35807.85,25.66
3744,2025-09-02,5,28,Refrigerator,Open Box,31-60,77439.96,65627.09,47699.98,27.32
3745,2025-09-02,5,29,Refrigerator,Minor Cosmetic,31-60,64999.64,55084.44,44000.26,20.12
3746,2025-09-02,5,1,AC,Minor Cosmetic,61-90,43599.66,36948.87,29209.48,20.95
3747,2025-09-02,5,20,TV,Grade C,61-90,13087.77,11091.33,8784.66,20.8
3748,2025-09-02,6,48,Washing Machine,Open Box,0-30,22969.97,19466.08,13931.97,28.43
3749,2025-09-02,6,15,TV,Grade B,90+,11279.6,9558.98,8334.33,12.81
3750,2025-09-02,6,33,Refrigerator,Minor Cosmetic,0-30,29580.94,25068.6,19539.7,22.06
3751,2025-09-02,6,44,Washing Machine,Open Box,61-90,33617.95,28489.79,22655.21,20.48
3752,2025-09-03,1,18,TV,Grade C,90+,34102.28,28900.24,22781.28,21.17
3753,2025-09-03,1,22,TV,Grade B,90+,47681.45,40408.0,30727.85,23.96
3754,2025-09-03,1,21,TV,Grade B,90+,31159.68,26406.51,20322.84,23.04
3755,2025-09-03,1,27,Refrigerator,Grade B,31-60,15231.1,12907.71,9136.62,29.22
3756,2025-09-03,1,31,Refrigerator,Grade B,31-60,50774.22,43029.0,29370.58,31.74
3757,2025-09-03,1,39,Washing Machine,Grade B,0-30,32670.12,27686.54,19250.61,30.47
3758,2025-09-03,1,22,TV,Grade B,61-90,50448.25,42752.76,30727.85,28.13
3759,2025-09-03,1,40,Washing Machine,Grade C,90+,13885.77,11767.6,9534.87,18.97
3760,2025-09-03,1,12,AC,Open Box,31-60,44841.45,38001.23,26094.64,31.33
3761,2025-09-03,1,43,Washing Machine,Grade C,90+,23552.86,19960.05,16193.54,18.87
3762,2025-09-03,1,5,AC,Minor Cosmetic,31-60,49113.8,41621.86,28903.16,30.56
3763,2025-09-03,2,21,TV,Grade B,90+,28464.32,24122.3,20322.84,15.75
3764,2025-09-03,2,27,Refrigerator,Grade B,31-60,14352.51,12163.15,9136.62,24.88
3765,2025-09-03,2,33,Refrigerator,Minor Cosmetic,90+,28053.05,23773.77,19539.7,17.81
3766,2025-09-03,2,48,Washing Machine,Open Box,61-90,20758.73,17592.14,13931.97,20.81
3767,2025-09-03,2,17,TV,Grade B,61-90,41445.4,35123.22,28373.82,19.22
3768,2025-09-03,3,4,AC,Grade C,90+,17414.69,14758.21,12893.28,12.64
3769,2025-09-03,3,13,TV,Minor Cosmetic,0-30,43937.13,37234.85,28384.81,23.77
3770,2025-09-03,3,31,Refrigerator,Grade B,31-60,46504.03,39410.2,29370.58,25.47
3771,2025-09-03,3,28,Refrigerator,Open Box,90+,64550.17,54703.54,47699.98,12.8
3772,2025-09-03,3,37,Washing Machine,Open Box,31-60,15857.54,13438.59,10015.96,25.47
3773,2025-09-03,3,36,Refrigerator,Grade C,0-30,33213.02,28146.62,20279.68,27.95
3774,2025-09-03,3,35,Refrigerator,Minor Cosmetic,0-30,14135.56,11979.29,8761.7,26.86
3775,2025-09-03,4,10,AC,Open Box,0-30,32548.86,27583.78,19637.62,28.81
3776,2025-09-03,4,9,AC,Minor Cosmetic,0-30,36984.44,31342.75,22982.42,26.67
3777,2025-09-03,4,20,TV,Grade C,90+,12338.47,10456.33,8784.66,15.99
3778,2025-09-03,4,1,AC,Minor Cosmetic,61-90,44350.62,37585.27,29209.48,22.28
3779,2025-09-03,4,2,AC,Open Box,31-60,53872.99,45655.07,34287.99,24.9
3780,2025-09-03,4,44,Washing Machine,Open Box,61-90,33289.99,28211.86,22655.21,19.7
3781,2025-09-03,4,46,Washing Machine,Open Box,90+,12504.13,10596.72,8500.42,19.78
3782,2025-09-03,5,15,TV,Grade B,61-90,12468.29,10566.35,8334.33,21.12
3783,2025-09-03,5,28,Refrigerator,Open Box,31-60,70098.99,59405.92,47699.98,19.71
3784,2025-09-03,5,19,TV,Grade C,31-60,23756.1,20132.29,15815.55,21.44
3785,2025-09-03,5,6,AC,Grade B,0-30,31889.09,27024.65,20477.52,24.23
3786,2025-09-03,5,46,Washing Machine,Open Box,90+,11456.99,9709.31,8500.42,12.45
3787,2025-09-03,5,44,Washing Machine,Open Box,61-90,33809.64,28652.24,22655.21,20.93
3788,2025-09-03,5,22,TV,Grade B,90+,44658.25,37845.98,30727.85,18.81
3789,2025-09-03,5,22,TV,Grade B,90+,41775.2,35402.71,30727.85,13.2
3790,2025-09-03,6,41,Washing Machine,Open Box,61-90,23811.49,20179.23,16574.72,17.86
3791,2025-09-03,6,5,AC,Minor Cosmetic,0-30,44977.63,38116.63,28903.16,24.17
3792,2025-09-03,6,32,Refrigerator,Grade C,0-30,25692.52,21773.32,15292.82,29.76
3793,2025-09-03,6,19,TV,Grade C,61-90,23765.19,20139.99,15815.55,21.47
3794,2025-09-03,6,31,Refrigerator,Grade B,90+,42309.24,35855.29,29370.58,18.09
3795,2025-09-03,6,39,Washing Machine,Grade B,61-90,30015.22,25436.63,19250.61,24.32
3796,2025-09-03,6,31,Refrigerator,Grade B,90+,41019.24,34762.07,29370.58,15.51
3797,2025-09-03,6,43,Washing Machine,Grade C,61-90,23673.33,20062.14,16193.54,19.28
3798,2025-09-03,6,21,TV,Grade B,90+,27593.19,23384.06,20322.84,13.09
3799,2025-09-04,1,38,Washing Machine,Open Box,31-60,41700.35,35339.28,26147.92,26.01
3800,2025-09-04,1,47,Washing Machine,Minor Cosmetic,61-90,39672.92,33621.12,23813.82,29.17
3801,2025-09-04,1,26,Refrigerator,Open Box,0-30,51591.09,43721.27,29837.55,31.76
3802,2025-09-04,1,18,TV,Grade C,31-60,39287.86,33294.8,22781.28,31.58
3803,2025-09-04,1,12,AC,Open Box,61-90,40560.81,34373.57,26094.64,24.09
3804,2025-09-04,1,27,Refrigerator,Grade B,0-30,15082.33,12781.64,9136.62,28.52
3805,2025-09-04,1,12,AC,Open Box,61-90,42184.62,35749.67,26094.64,27.01
3806,2025-09-04,1,12,AC,Open Box,61-90,41924.48,35529.22,26094.64,26.55
3807,2025-09-04,1,40,Washing Machine,Grade C,61-90,14942.34,12663.0,9534.87,24.7
3808,2025-09-04,1,17,TV,Grade B,31-60,50062.46,42425.81,28373.82,33.12
3809,2025-09-04,1,23,TV,Minor Cosmetic,31-60,19686.59,16683.55,11655.74,30.14
3810,2025-09-04,2,9,AC,Minor Cosmetic,31-60,35576.26,30149.38,22982.42,23.77
3811,2025-09-04,2,9,AC,Minor Cosmetic,61-90,33718.42,28574.93,22982.42,19.57
3812,2025-09-04,2,19,TV,Grade C,31-60,24049.78,20381.17,15815.55,22.4
3813,2025-09-04,2,36,Refrigerator,Grade C,61-90,29782.01,25238.99,20279.68,19.65
3814,2025-09-04,2,2,AC,Open Box,90+,50550.07,42839.04,34287.99,19.96
3815,2025-09-04,2,7,AC,Grade B,31-60,35560.89,30136.34,22012.91,26.96
3816,2025-09-04,2,26,Refrigerator,Open Box,61-90,43152.53,36569.94,29837.55,18.41
3817,2025-09-04,2,6,AC,Grade B,31-60,32277.33,27353.67,20477.52,25.14
3818,2025-09-04,2,48,Washing Machine,Open Box,90+,19430.62,16466.63,13931.97,15.39
3819,2025-09-04,3,31,Refrigerator,Grade B,90+,39847.02,33768.66,29370.58,13.02
3820,2025-09-04,3,38,Washing Machine,Open Box,90+,35658.01,30218.66,26147.92,13.47
3821,2025-09-04,3,37,Washing Machine,Open Box,31-60,15196.56,12878.44,10015.96,22.23
3822,2025-09-04,3,3,AC,Minor Cosmetic,0-30,28595.28,24233.28,17574.47,27.48
3823,2025-09-04,3,13,TV,Minor Cosmetic,0-30,45612.41,38654.59,28384.81,26.57
3824,2025-09-04,3,7,AC,Grade B,0-30,33970.2,28788.3,22012.91,23.54
3825,2025-09-04,3,14,TV,Grade B,0-30,48761.4,41323.22,29414.34,28.82
3826,2025-09-04,3,29,Refrigerator,Minor Cosmetic,0-30,68864.8,58360.0,44000.26,24.61
3827,2025-09-04,3,5,AC,Minor Cosmetic,31-60,45460.51,38525.86,28903.16,24.98
3828,2025-09-04,4,46,Washing Machine,Open Box,31-60,13108.38,11108.79,8500.42,23.48
3829,2025-09-04,4,6,AC,Grade B,0-30,31983.36,27104.54,20477.52,24.45
3830,2025-09-04,4,5,AC,Minor Cosmetic,31-60,44348.01,37583.06,28903.16,23.1
3831,2025-09-04,4,45,Washing Machine,Grade C,31-60,23974.55,20317.42,16328.21,19.63
3832,2025-09-04,5,17,TV,Grade B,31-60,44590.2,37788.31,28373.82,24.91
3833,2025-09-04,5,28,Refrigerator,Open Box,31-60,75973.63,64384.44,47699.98,25.91
3834,2025-09-04,5,3,AC,Minor Cosmetic,61-90,25521.1,21628.05,17574.47,18.74
3835,2025-09-04,5,20,TV,Grade C,31-60,13292.84,11265.12,8784.66,22.02
3836,2025-09-04,5,42,Washing Machine,Open Box,31-60,45619.42,38660.53,29724.77,23.11
3837,2025-09-04,5,39,Washing Machine,Grade B,61-90,29043.41,24613.06,19250.61,21.79
3838,2025-09-04,6,10,AC,Open Box,31-60,31591.86,26772.76,19637.62,26.65
3839,2025-09-04,6,36,Refrigerator,Grade C,31-60,30256.95,25641.48,20279.68,20.91
3840,2025-09-04,6,15,TV,Grade B,90+,11981.7,10153.98,8334.33,17.92
3841,2025-09-04,6,17,TV,Grade B,0-30,46663.45,39545.3,28373.82,28.25
3842,2025-09-04,6,12,AC,Open Box,90+,37453.2,31740.0,26094.64,17.79
3843,2025-09-04,6,33,Refrigerator,Minor Cosmetic,61-90,29563.65,25053.94,19539.7,22.01
3844,2025-09-05,1,16,TV,Minor Cosmetic,61-90,25062.55,21239.45,15745.16,25.87
3845,2025-09-05,1,24,TV,Minor Cosmetic,31-60,62687.72,53125.18,35807.85,32.6
3846,2025-09-05,1,39,Washing Machine,Grade B,0-30,34576.28,29301.93,19250.61,34.3
3847,2025-09-05,1,19,TV,Grade C,90+,24586.35,20835.89,15815.55,24.09
3848,2025-09-05,1,4,AC,Grade C,61-90,20216.38,17132.53,12893.28,24.74
3849,2025-09-05,1,2,AC,Open Box,31-60,56231.43,47653.76,34287.99,28.05
3850,2025-09-05,1,7,AC,Grade B,61-90,34736.64,29437.83,22012.91,25.22
3851,2025-09-05,1,10,AC,Open Box,31-60,33490.96,28382.17,19637.62,30.81
3852,2025-09-05,2,13,TV,Minor Cosmetic,0-30,47152.04,39959.36,28384.81,28.97
3853,2025-09-05,2,16,TV,Minor Cosmetic,90+,21658.68,18354.82,15745.16,14.22
3854,2025-09-05,2,7,AC,Grade B,90+,29965.6,25394.57,22012.91,13.32
3855,2025-09-05,2,12,AC,Open Box,0-30,41434.79,35114.23,26094.64,25.69
3856,2025-09-05,2,10,AC,Open Box,61-90,31015.97,26284.72,19637.62,25.29
3857,2025-09-05,3,16,TV,Minor Cosmetic,90+,23178.49,19642.79,15745.16,19.84
3858,2025-09-05,3,44,Washing Machine,Open Box,61-90,33633.91,28503.31,22655.21,20.52
3859,2025-09-05,3,8,AC,Grade C,61-90,35566.71,30141.28,22963.56,23.81
3860,2025-09-05,3,35,Refrigerator,Minor Cosmetic,61-90,12955.86,10979.54,8761.7,20.2
3861,2025-09-05,3,16,TV,Minor Cosmetic,0-30,26420.42,22390.19,15745.16,29.68
3862,2025-09-05,3,18,TV,Grade C,31-60,36378.14,30828.94,22781.28,26.1
3863,2025-09-05,3,12,AC,Open Box,61-90,38423.18,32562.02,26094.64,19.86
3864,2025-09-05,4,17,TV,Grade B,61-90,40733.99,34520.33,28373.82,17.81
3865,2025-09-05,4,6,AC,Grade B,0-30,32765.85,27767.67,20477.52,26.25
3866,2025-09-05,4,7,AC,Grade B,90+,30784.46,26088.52,22012.91,15.62
3867,2025-09-05,4,31,Refrigerator,Grade B,0-30,48145.32,40801.12,29370.58,28.02
3868,2025-09-05,5,11,AC,Grade B,90+,24049.53,20380.96,16433.46,19.37
3869,2025-09-05,5,39,Washing Machine,Grade B,61-90,28335.66,24013.27,19250.61,19.83
3870,2025-09-05,5,32,Refrigerator,Grade C,61-90,22532.48,19095.32,15292.82,19.91
3871,2025-09-05,5,40,Washing Machine,Grade C,61-90,14671.81,12433.74,9534.87,23.31
3872,2025-09-05,5,35,Refrigerator,Minor Cosmetic,31-60,12865.62,10903.07,8761.7,19.64
3873,2025-09-05,5,38,Washing Machine,Open Box,0-30,40909.79,34669.32,26147.92,24.58
3874,2025-09-05,5,1,AC,Minor Cosmetic,90+,39795.81,33725.26,29209.48,13.39
3875,2025-09-05,6,24,TV,Minor Cosmetic,61-90,54650.28,46313.8,35807.85,22.68
3876,2025-09-05,6,12,AC,Open Box,31-60,42154.15,35723.86,26094.64,26.95
3877,2025-09-05,6,10,AC,Open Box,0-30,32266.31,27344.33,19637.62,28.18
3878,2025-09-05,6,28,Refrigerator,Open Box,0-30,72916.07,61793.28,47699.98,22.81
3879,2025-09-05,6,13,TV,Minor Cosmetic,90+,41372.53,35061.46,28384.81,19.04
3880,2025-09-05,6,18,TV,Grade C,0-30,35661.71,30221.79,22781.28,24.62
3881,2025-09-05,6,41,Washing Machine,Open Box,0-30,26889.75,22787.92,16574.72,27.27
3882,2025-09-06,1,26,Refrigerator,Open Box,31-60,52637.63,44608.16,29837.55,33.11
3883,2025-09-06,1,41,Washing Machine,Open Box,90+,24373.94,20655.88,16574.72,19.76
3884,2025-09-06,1,25,Refrigerator,Minor Cosmetic,0-30,31554.82,26741.37,17574.75,34.28
3885,2025-09-06,1,21,TV,Grade B,0-30,36310.96,30772.0,20322.84,33.96
3886,2025-09-06,1,9,AC,Minor Cosmetic,31-60,39980.63,33881.89,22982.42,32.17
3887,2025-09-06,1,31,Refrigerator,Grade B,0-30,50291.72,42620.1,29370.58,31.09
3888,2025-09-06,1,3,AC,Minor Cosmetic,0-30,31179.51,26423.31,17574.47,33.49
3889,2025-09-06,1,22,TV,Grade B,0-30,50687.29,42955.33,30727.85,28.47
3890,2025-09-06,1,43,Washing Machine,Grade C,90+,24750.88,20975.32,16193.54,22.8
3891,2025-09-06,1,36,Refrigerator,Grade C,0-30,35921.4,30441.87,20279.68,33.38
3892,2025-09-06,2,39,Washing Machine,Grade B,31-60,30602.04,25933.93,19250.61,25.77
3893,2025-09-06,2,36,Refrigerator,Grade C,0-30,31355.93,26572.82,20279.68,23.68
3894,2025-09-06,2,9,AC,Minor Cosmetic,61-90,33934.66,28758.19,22982.42,20.08
3895,2025-09-06,2,29,Refrigerator,Minor Cosmetic,0-30,73707.69,62464.15,44000.26,29.56
3896,2025-09-06,2,47,Washing Machine,Minor Cosmetic,31-60,38083.37,32274.04,23813.82,26.21
3897,2025-09-06,3,22,TV,Grade B,0-30,48240.6,40881.86,30727.85,24.84
3898,2025-09-06,3,13,TV,Minor Cosmetic,31-60,46128.23,39091.72,28384.81,27.39
3899,2025-09-06,3,22,TV,Grade B,0-30,51796.64,43895.46,30727.85,30.0
3900,2025-09-06,3,25,Refrigerator,Minor Cosmetic,61-90,27257.11,23099.24,17574.75,23.92
3901,2025-09-06,3,32,Refrigerator,Grade C,31-60,24256.43,20556.3,15292.82,25.61
3902,2025-09-06,3,24,TV,Minor Cosmetic,0-30,54964.23,46579.85,35807.85,23.13
3903,2025-09-06,3,21,TV,Grade B,61-90,28927.64,24514.95,20322.84,17.1
3904,2025-09-06,4,18,TV,Grade C,61-90,34036.21,28844.25,22781.28,21.02
3905,2025-09-06,4,23,TV,Minor Cosmetic,61-90,18061.43,15306.3,11655.74,23.85
3906,2025-09-06,4,48,Washing Machine,Open Box,31-60,21826.76,18497.25,13931.97,24.68
3907,2025-09-06,4,44,Washing Machine,Open Box,0-30,37914.16,32130.64,22655.21,29.49
3908,2025-09-06,4,16,TV,Minor Cosmetic,90+,22858.93,19371.98,15745.16,18.72
3909,2025-09-06,4,37,Washing Machine,Open Box,31-60,16154.28,13690.07,10015.96,26.84
3910,2025-09-06,4,12,AC,Open Box,0-30,39598.27,33557.85,26094.64,22.24
3911,2025-09-06,4,34,Refrigerator,Minor Cosmetic,31-60,52345.34,44360.46,33383.53,24.74
3912,2025-09-06,5,7,AC,Grade B,31-60,32397.16,27455.22,22012.91,19.82
3913,2025-09-06,5,29,Refrigerator,Minor Cosmetic,0-30,73241.25,62068.85,44000.26,29.11
3914,2025-09-06,5,23,TV,Minor Cosmetic,90+,15750.25,13347.67,11655.74,12.68
3915,2025-09-06,5,4,AC,Grade C,61-90,19072.45,16163.09,12893.28,20.23
3916,2025-09-06,5,46,Washing Machine,Open Box,61-90,12302.21,10425.6,8500.42,18.47
3917,2025-09-06,5,13,TV,Minor Cosmetic,31-60,45874.2,38876.44,28384.81,26.99
3918,2025-09-06,5,22,TV,Grade B,0-30,47027.92,39854.17,30727.85,22.9
3919,2025-09-06,5,30,Refrigerator,Grade C,31-60,15706.66,13310.73,9763.61,26.65
3920,2025-09-06,5,3,AC,Minor Cosmetic,0-30,29148.88,24702.44,17574.47,28.86
3921,2025-09-06,5,21,TV,Grade B,0-30,31759.25,26914.62,20322.84,24.49
3922,2025-09-06,5,12,AC,Open Box,90+,35679.29,30236.69,26094.64,13.7
3923,2025-09-06,5,36,Refrigerator,Grade C,61-90,29962.2,25391.69,20279.68,20.13
3924,2025-09-06,6,45,Washing Machine,Grade C,0-30,25974.51,22012.29,16328.21,25.82
3925,2025-09-06,6,21,TV,Grade B,90+,28739.23,24355.28,20322.84,16.56
3926,2025-09-06,6,39,Washing Machine,Grade B,61-90,27744.74,23512.49,19250.61,18.13
3927,2025-09-06,6,12,AC,Open Box,0-30,42733.86,36215.13,26094.64,27.95
3928,2025-09-06,6,41,Washing Machine,Open Box,31-60,26756.25,22674.78,16574.72,26.9
3929,2025-09-06,6,9,AC,Minor Cosmetic,0-30,35685.75,30242.16,22982.42,24.01
3930,2025-09-06,6,15,TV,Grade B,31-60,12656.69,10726.01,8334.33,22.3
3931,2025-09-06,6,33,Refrigerator,Minor Cosmetic,61-90,29342.05,24866.14,19539.7,21.42
3932,2025-09-08,1,38,Washing Machine,Open Box,0-30,44208.65,37464.96,26147.92,30.21
3933,2025-09-08,1,38,Washing Machine,Open Box,0-30,45420.69,38492.11,26147.92,32.07
3934,2025-09-08,1,21,TV,Grade B,0-30,35963.18,30477.27,20322.84,33.32
3935,2025-09-08,1,43,Washing Machine,Grade C,61-90,24993.38,21180.83,16193.54,23.55
3936,2025-09-08,1,46,Washing Machine,Open Box,0-30,13908.81,11787.13,8500.42,27.88
3937,2025-09-08,1,21,TV,Grade B,90+,31813.12,26960.27,20322.84,24.62
3938,2025-09-08,1,34,Refrigerator,Minor Cosmetic,31-60,52970.88,44890.58,33383.53,25.63
3939,2025-09-08,1,14,TV,Grade B,90+,43837.73,37150.62,29414.34,20.82
3940,2025-09-08,1,41,Washing Machine,Open Box,90+,26466.02,22428.83,16574.72,26.1
3941,2025-09-08,1,20,TV,Grade C,0-30,15052.44,12756.31,8784.66,31.13
3942,2025-09-08,1,6,AC,Grade B,31-60,32850.37,27839.29,20477.52,26.44
3943,2025-09-08,1,44,Washing Machine,Open Box,90+,34387.9,29142.29,22655.21,22.26
3944,2025-09-08,2,42,Washing Machine,Open Box,90+,40342.99,34188.98,29724.77,13.06
3945,2025-09-08,2,17,TV,Grade B,90+,39761.02,33695.78,28373.82,15.79
3946,2025-09-08,2,3,AC,Minor Cosmetic,61-90,25241.63,21391.22,17574.47,17.84
3947,2025-09-08,2,38,Washing Machine,Open Box,90+,36165.72,30648.91,26147.92,14.69
3948,2025-09-08,2,13,TV,Minor Cosmetic,61-90,40894.09,34656.01,28384.81,18.1
3949,2025-09-08,2,4,AC,Grade C,31-60,20680.74,17526.05,12893.28,26.43
3950,2025-09-08,3,33,Refrigerator,Minor Cosmetic,31-60,29049.56,24618.27,19539.7,20.63
3951,2025-09-08,3,21,TV,Grade B,31-60,31219.04,26456.82,20322.84,23.18
3952,2025-09-08,3,15,TV,Grade B,90+,12323.5,10443.64,8334.33,20.2
3953,2025-09-08,3,23,TV,Minor Cosmetic,90+,17175.14,14555.2,11655.74,19.92
3954,2025-09-08,4,42,Washing Machine,Open Box,61-90,43254.38,36656.26,29724.77,18.91
3955,2025-09-08,4,33,Refrigerator,Minor Cosmetic,90+,28163.68,23867.52,19539.7,18.13
3956,2025-09-08,4,25,Refrigerator,Minor Cosmetic,90+,23766.91,20141.45,17574.75,12.74
3957,2025-09-08,4,14,TV,Grade B,90+,41423.96,35105.05,29414.34,16.21
3958,2025-09-08,4,36,Refrigerator,Grade C,61-90,31941.72,27069.26,20279.68,25.08
3959,2025-09-08,4,32,Refrigerator,Grade C,31-60,22812.67,19332.77,15292.82,20.9
3960,2025-09-08,5,3,AC,Minor Cosmetic,61-90,27406.19,23225.58,17574.47,24.33
3961,2025-09-08,5,27,Refrigerator,Grade B,90+,13178.65,11168.35,9136.62,18.19
3962,2025-09-08,5,36,Refrigerator,Grade C,90+,29929.98,25364.39,20279.68,20.05
3963,2025-09-08,5,12,AC,Open Box,0-30,40636.94,34438.08,26094.64,24.23
3964,2025-09-08,5,36,Refrigerator,Grade C,90+,28524.39,24173.21,20279.68,16.11
3965,2025-09-08,5,25,Refrigerator,Minor Cosmetic,31-60,27090.16,22957.76,17574.75,23.45
3966,2025-09-08,5,10,AC,Open Box,90+,26973.13,22858.59,19637.62,14.09
3967,2025-09-08,5,40,Washing Machine,Grade C,61-90,14378.67,12185.31,9534.87,21.75
3968,2025-09-08,5,32,Refrigerator,Grade C,90+,22015.19,18656.94,15292.82,18.03
3969,2025-09-08,6,41,Washing Machine,Open Box,31-60,24677.45,20913.09,16574.72,20.74
3970,2025-09-08,6,37,Washing Machine,Open Box,0-30,16441.7,13933.65,10015.96,28.12
3971,2025-09-08,6,13,TV,Minor Cosmetic,31-60,43394.17,36774.72,28384.81,22.81
3972,2025-09-08,6,15,TV,Grade B,31-60,12741.04,10797.49,8334.33,22.81
3973,2025-09-08,6,10,AC,Open Box,90+,27117.8,22981.19,19637.62,14.55
3974,2025-09-08,6,28,Refrigerator,Open Box,31-60,71019.64,60186.14,47699.98,20.75
3975,2025-09-08,6,44,Washing Machine,Open Box,90+,32636.33,27657.91,22655.21,18.09
3976,2025-09-08,6,23,TV,Minor Cosmetic,0-30,18013.32,15265.53,11655.74,23.65
3977,2025-09-08,6,30,Refrigerator,Grade C,31-60,15539.7,13169.24,9763.61,25.86
3978,2025-09-09,1,9,AC,Minor Cosmetic,61-90,36460.35,30898.6,22982.42,25.62
3979,2025-09-09,1,15,TV,Grade B,61-90,13637.02,11556.8,8334.33,27.88
3980,2025-09-09,1,43,Washing Machine,Grade C,31-60,26475.45,22436.82,16193.54,27.83
3981,2025-09-09,1,11,AC,Grade B,90+,25204.78,21359.99,16433.46,23.06
3982,2025-09-09,1,8,AC,Grade C,90+,36701.87,31103.28,22963.56,26.17
